rank	hand	abbreviation	description
598	14 12 6 5 3	F	Ace-High Flush
599	14 12 6 5 2	F	Ace-High Flush
600	14 12 6 4 3	F	Ace-High Flush
601	14 12 6 4 2	F	Ace-High Flush
602	14 12 6 3 2	F	Ace-High Flush
603	14 12 5 4 3	F	Ace-High Flush
604	14 12 5 4 2	F	Ace-High Flush
605	14 12 5 3 2	F	Ace-High Flush
606	14 12 4 3 2	F	Ace-High Flush
607	14 11 10 9 8	F	Ace-High Flush
608	14 11 10 9 7	F	Ace-High Flush
609	14 11 10 9 6	F	Ace-High Flush
610	14 11 10 9 5	F	Ace-High Flush
611	14 11 10 9 4	F	Ace-High Flush
612	14 11 10 9 3	F	Ace-High Flush
613	14 11 10 9 2	F	Ace-High Flush
614	14 11 10 8 7	F	Ace-High Flush
615	14 11 10 8 6	F	Ace-High Flush
616	14 11 10 8 5	F	Ace-High Flush
617	14 11 10 8 4	F	Ace-High Flush
618	14 11 10 8 3	F	Ace-High Flush
619	14 11 10 8 2	F	Ace-High Flush
620	14 11 10 7 6	F	Ace-High Flush
621	14 11 10 7 5	F	Ace-High Flush
622	14 11 10 7 4	F	Ace-High Flush
623	14 11 10 7 3	F	Ace-High Flush
624	14 11 10 7 2	F	Ace-High Flush
625	14 11 10 6 5	F	Ace-High Flush
626	14 11 10 6 4	F	Ace-High Flush
627	14 11 10 6 3	F	Ace-High Flush
628	14 11 10 6 2	F	Ace-High Flush
629	14 11 10 5 4	F	Ace-High Flush
630	14 11 10 5 3	F	Ace-High Flush
631	14 11 10 5 2	F	Ace-High Flush
632	14 11 10 4 3	F	Ace-High Flush
633	14 11 10 4 2	F	Ace-High Flush
634	14 11 10 3 2	F	Ace-High Flush
635	14 11 9 8 7	F	Ace-High Flush
636	14 11 9 8 6	F	Ace-High Flush
637	14 11 9 8 5	F	Ace-High Flush
638	14 11 9 8 4	F	Ace-High Flush
639	14 11 9 8 3	F	Ace-High Flush
640	14 11 9 8 2	F	Ace-High Flush
641	14 11 9 7 6	F	Ace-High Flush
642	14 11 9 7 5	F	Ace-High Flush
643	14 11 9 7 4	F	Ace-High Flush
644	14 11 9 7 3	F	Ace-High Flush
645	14 11 9 7 2	F	Ace-High Flush
646	14 11 9 6 5	F	Ace-High Flush
647	14 11 9 6 4	F	Ace-High Flush
648	14 11 9 6 3	F	Ace-High Flush
649	14 11 9 6 2	F	Ace-High Flush
650	14 11 9 5 4	F	Ace-High Flush
651	14 11 9 5 3	F	Ace-High Flush
652	14 11 9 5 2	F	Ace-High Flush
653	14 11 9 4 3	F	Ace-High Flush
654	14 11 9 4 2	F	Ace-High Flush
655	14 11 9 3 2	F	Ace-High Flush
656	14 11 8 7 6	F	Ace-High Flush
657	14 11 8 7 5	F	Ace-High Flush
658	14 11 8 7 4	F	Ace-High Flush
659	14 11 8 7 3	F	Ace-High Flush
660	14 11 8 7 2	F	Ace-High Flush
661	14 11 8 6 5	F	Ace-High Flush
662	14 11 8 6 4	F	Ace-High Flush
663	14 11 8 6 3	F	Ace-High Flush
664	14 11 8 6 2	F	Ace-High Flush
665	14 11 8 5 4	F	Ace-High Flush
666	14 11 8 5 3	F	Ace-High Flush
667	14 11 8 5 2	F	Ace-High Flush
668	14 11 8 4 3	F	Ace-High Flush
669	14 11 8 4 2	F	Ace-High Flush
670	14 11 8 3 2	F	Ace-High Flush
671	14 11 7 6 5	F	Ace-High Flush
672	14 11 7 6 4	F	Ace-High Flush
673	14 11 7 6 3	F	Ace-High Flush
674	14 11 7 6 2	F	Ace-High Flush
675	14 11 7 5 4	F	Ace-High Flush
676	14 11 7 5 3	F	Ace-High Flush
677	14 11 7 5 2	F	Ace-High Flush
678	14 11 7 4 3	F	Ace-High Flush
679	14 11 7 4 2	F	Ace-High Flush
680	14 11 7 3 2	F	Ace-High Flush
681	14 11 6 5 4	F	Ace-High Flush
682	14 11 6 5 3	F	Ace-High Flush
683	14 11 6 5 2	F	Ace-High Flush
684	14 11 6 4 3	F	Ace-High Flush
685	14 11 6 4 2	F	Ace-High Flush
686	14 11 6 3 2	F	Ace-High Flush
687	14 11 5 4 3	F	Ace-High Flush
688	14 11 5 4 2	F	Ace-High Flush
689	14 11 5 3 2	F	Ace-High Flush
690	14 11 4 3 2	F	Ace-High Flush
691	14 10 9 8 7	F	Ace-High Flush
692	14 10 9 8 6	F	Ace-High Flush
693	14 10 9 8 5	F	Ace-High Flush
694	14 10 9 8 4	F	Ace-High Flush
695	14 10 9 8 3	F	Ace-High Flush
696	14 10 9 8 2	F	Ace-High Flush
697	14 10 9 7 6	F	Ace-High Flush
698	14 10 9 7 5	F	Ace-High Flush
699	14 10 9 7 4	F	Ace-High Flush
700	14 10 9 7 3	F	Ace-High Flush
701	14 10 9 7 2	F	Ace-High Flush
702	14 10 9 6 5	F	Ace-High Flush
703	14 10 9 6 4	F	Ace-High Flush
704	14 10 9 6 3	F	Ace-High Flush
705	14 10 9 6 2	F	Ace-High Flush
706	14 10 9 5 4	F	Ace-High Flush
707	14 10 9 5 3	F	Ace-High Flush
708	14 10 9 5 2	F	Ace-High Flush
709	14 10 9 4 3	F	Ace-High Flush
710	14 10 9 4 2	F	Ace-High Flush
711	14 10 9 3 2	F	Ace-High Flush
712	14 10 8 7 6	F	Ace-High Flush
713	14 10 8 7 5	F	Ace-High Flush
714	14 10 8 7 4	F	Ace-High Flush
715	14 10 8 7 3	F	Ace-High Flush
716	14 10 8 7 2	F	Ace-High Flush
717	14 10 8 6 5	F	Ace-High Flush
718	14 10 8 6 4	F	Ace-High Flush
719	14 10 8 6 3	F	Ace-High Flush
720	14 10 8 6 2	F	Ace-High Flush
721	14 10 8 5 4	F	Ace-High Flush
722	14 10 8 5 3	F	Ace-High Flush
723	14 10 8 5 2	F	Ace-High Flush
724	14 10 8 4 3	F	Ace-High Flush
725	14 10 8 4 2	F	Ace-High Flush
726	14 10 8 3 2	F	Ace-High Flush
727	14 10 7 6 5	F	Ace-High Flush
728	14 10 7 6 4	F	Ace-High Flush
729	14 10 7 6 3	F	Ace-High Flush
730	14 10 7 6 2	F	Ace-High Flush
731	14 10 7 5 4	F	Ace-High Flush
732	14 10 7 5 3	F	Ace-High Flush
733	14 10 7 5 2	F	Ace-High Flush
734	14 10 7 4 3	F	Ace-High Flush
735	14 10 7 4 2	F	Ace-High Flush
736	14 10 7 3 2	F	Ace-High Flush
737	14 10 6 5 4	F	Ace-High Flush
738	14 10 6 5 3	F	Ace-High Flush
739	14 10 6 5 2	F	Ace-High Flush
740	14 10 6 4 3	F	Ace-High Flush
741	14 10 6 4 2	F	Ace-High Flush
742	14 10 6 3 2	F	Ace-High Flush
743	14 10 5 4 3	F	Ace-High Flush
744	14 10 5 4 2	F	Ace-High Flush
745	14 10 5 3 2	F	Ace-High Flush
746	14 10 4 3 2	F	Ace-High Flush
747	14 9 8 7 6	F	Ace-High Flush
748	14 9 8 7 5	F	Ace-High Flush
749	14 9 8 7 4	F	Ace-High Flush
750	14 9 8 7 3	F	Ace-High Flush
751	14 9 8 7 2	F	Ace-High Flush
752	14 9 8 6 5	F	Ace-High Flush
753	14 9 8 6 4	F	Ace-High Flush
754	14 9 8 6 3	F	Ace-High Flush
755	14 9 8 6 2	F	Ace-High Flush
756	14 9 8 5 4	F	Ace-High Flush
757	14 9 8 5 3	F	Ace-High Flush
758	14 9 8 5 2	F	Ace-High Flush
759	14 9 8 4 3	F	Ace-High Flush
760	14 9 8 4 2	F	Ace-High Flush
761	14 9 8 3 2	F	Ace-High Flush
762	14 9 7 6 5	F	Ace-High Flush
763	14 9 7 6 4	F	Ace-High Flush
764	14 9 7 6 3	F	Ace-High Flush
765	14 9 7 6 2	F	Ace-High Flush
766	14 9 7 5 4	F	Ace-High Flush
767	14 9 7 5 3	F	Ace-High Flush
768	14 9 7 5 2	F	Ace-High Flush
769	14 9 7 4 3	F	Ace-High Flush
770	14 9 7 4 2	F	Ace-High Flush
771	14 9 7 3 2	F	Ace-High Flush
772	14 9 6 5 4	F	Ace-High Flush
773	14 9 6 5 3	F	Ace-High Flush
774	14 9 6 5 2	F	Ace-High Flush
775	14 9 6 4 3	F	Ace-High Flush
776	14 9 6 4 2	F	Ace-High Flush
777	14 9 6 3 2	F	Ace-High Flush
778	14 9 5 4 3	F	Ace-High Flush
779	14 9 5 4 2	F	Ace-High Flush
780	14 9 5 3 2	F	Ace-High Flush
781	14 9 4 3 2	F	Ace-High Flush
782	14 8 7 6 5	F	Ace-High Flush
783	14 8 7 6 4	F	Ace-High Flush
784	14 8 7 6 3	F	Ace-High Flush
785	14 8 7 6 2	F	Ace-High Flush
786	14 8 7 5 4	F	Ace-High Flush
787	14 8 7 5 3	F	Ace-High Flush
788	14 8 7 5 2	F	Ace-High Flush
789	14 8 7 4 3	F	Ace-High Flush
790	14 8 7 4 2	F	Ace-High Flush
791	14 8 7 3 2	F	Ace-High Flush
792	14 8 6 5 4	F	Ace-High Flush
793	14 8 6 5 3	F	Ace-High Flush
794	14 8 6 5 2	F	Ace-High Flush
795	14 8 6 4 3	F	Ace-High Flush
796	14 8 6 4 2	F	Ace-High Flush
797	14 8 6 3 2	F	Ace-High Flush
798	14 8 5 4 3	F	Ace-High Flush
799	14 8 5 4 2	F	Ace-High Flush
800	14 8 5 3 2	F	Ace-High Flush
801	14 8 4 3 2	F	Ace-High Flush
802	14 7 6 5 4	F	Ace-High Flush
803	14 7 6 5 3	F	Ace-High Flush
804	14 7 6 5 2	F	Ace-High Flush
805	14 7 6 4 3	F	Ace-High Flush
806	14 7 6 4 2	F	Ace-High Flush
807	14 7 6 3 2	F	Ace-High Flush
808	14 7 5 4 3	F	Ace-High Flush
809	14 7 5 4 2	F	Ace-High Flush
810	14 7 5 3 2	F	Ace-High Flush
811	14 7 4 3 2	F	Ace-High Flush
812	14 6 5 4 3	F	Ace-High Flush
813	14 6 5 4 2	F	Ace-High Flush
814	14 6 5 3 2	F	Ace-High Flush
815	14 6 4 3 2	F	Ace-High Flush
816	13 12 11 10 8	F	King-High Flush
817	13 12 11 10 7	F	King-High Flush
818	13 12 11 10 6	F	King-High Flush
819	13 12 11 10 5	F	King-High Flush
820	13 12 11 10 4	F	King-High Flush
821	13 12 11 10 3	F	King-High Flush
822	13 12 11 10 2	F	King-High Flush
823	13 12 11 9 8	F	King-High Flush
824	13 12 11 9 7	F	King-High Flush
825	13 12 11 9 6	F	King-High Flush
826	13 12 11 9 5	F	King-High Flush
827	13 12 11 9 4	F	King-High Flush
828	13 12 11 9 3	F	King-High Flush
829	13 12 11 9 2	F	King-High Flush
830	13 12 11 8 7	F	King-High Flush
831	13 12 11 8 6	F	King-High Flush
832	13 12 11 8 5	F	King-High Flush
833	13 12 11 8 4	F	King-High Flush
834	13 12 11 8 3	F	King-High Flush
835	13 12 11 8 2	F	King-High Flush
836	13 12 11 7 6	F	King-High Flush
837	13 12 11 7 5	F	King-High Flush
838	13 12 11 7 4	F	King-High Flush
839	13 12 11 7 3	F	King-High Flush
840	13 12 11 7 2	F	King-High Flush
841	13 12 11 6 5	F	King-High Flush
842	13 12 11 6 4	F	King-High Flush
843	13 12 11 6 3	F	King-High Flush
844	13 12 11 6 2	F	King-High Flush
845	13 12 11 5 4	F	King-High Flush
846	13 12 11 5 3	F	King-High Flush
847	13 12 11 5 2	F	King-High Flush
848	13 12 11 4 3	F	King-High Flush
849	13 12 11 4 2	F	King-High Flush
850	13 12 11 3 2	F	King-High Flush
851	13 12 10 9 8	F	King-High Flush
852	13 12 10 9 7	F	King-High Flush
853	13 12 10 9 6	F	King-High Flush
854	13 12 10 9 5	F	King-High Flush
855	13 12 10 9 4	F	King-High Flush
856	13 12 10 9 3	F	King-High Flush
857	13 12 10 9 2	F	King-High Flush
858	13 12 10 8 7	F	King-High Flush
859	13 12 10 8 6	F	King-High Flush
860	13 12 10 8 5	F	King-High Flush
861	13 12 10 8 4	F	King-High Flush
862	13 12 10 8 3	F	King-High Flush
863	13 12 10 8 2	F	King-High Flush
864	13 12 10 7 6	F	King-High Flush
865	13 12 10 7 5	F	King-High Flush
866	13 12 10 7 4	F	King-High Flush
867	13 12 10 7 3	F	King-High Flush
868	13 12 10 7 2	F	King-High Flush
869	13 12 10 6 5	F	King-High Flush
870	13 12 10 6 4	F	King-High Flush
871	13 12 10 6 3	F	King-High Flush
872	13 12 10 6 2	F	King-High Flush
873	13 12 10 5 4	F	King-High Flush
874	13 12 10 5 3	F	King-High Flush
875	13 12 10 5 2	F	King-High Flush
876	13 12 10 4 3	F	King-High Flush
877	13 12 10 4 2	F	King-High Flush
878	13 12 10 3 2	F	King-High Flush
879	13 12 9 8 7	F	King-High Flush
880	13 12 9 8 6	F	King-High Flush
881	13 12 9 8 5	F	King-High Flush
882	13 12 9 8 4	F	King-High Flush
883	13 12 9 8 3	F	King-High Flush
884	13 12 9 8 2	F	King-High Flush
885	13 12 9 7 6	F	King-High Flush
886	13 12 9 7 5	F	King-High Flush
887	13 12 9 7 4	F	King-High Flush
888	13 12 9 7 3	F	King-High Flush
889	13 12 9 7 2	F	King-High Flush
890	13 12 9 6 5	F	King-High Flush
891	13 12 9 6 4	F	King-High Flush
892	13 12 9 6 3	F	King-High Flush
893	13 12 9 6 2	F	King-High Flush
894	13 12 9 5 4	F	King-High Flush
895	13 12 9 5 3	F	King-High Flush
896	13 12 9 5 2	F	King-High Flush
897	13 12 9 4 3	F	King-High Flush
898	13 12 9 4 2	F	King-High Flush
899	13 12 9 3 2	F	King-High Flush
900	13 12 8 7 6	F	King-High Flush
901	13 12 8 7 5	F	King-High Flush
902	13 12 8 7 4	F	King-High Flush
903	13 12 8 7 3	F	King-High Flush
904	13 12 8 7 2	F	King-High Flush
905	13 12 8 6 5	F	King-High Flush
906	13 12 8 6 4	F	King-High Flush
907	13 12 8 6 3	F	King-High Flush
908	13 12 8 6 2	F	King-High Flush
909	13 12 8 5 4	F	King-High Flush
910	13 12 8 5 3	F	King-High Flush
911	13 12 8 5 2	F	King-High Flush
912	13 12 8 4 3	F	King-High Flush
913	13 12 8 4 2	F	King-High Flush
914	13 12 8 3 2	F	King-High Flush
915	13 12 7 6 5	F	King-High Flush
916	13 12 7 6 4	F	King-High Flush
917	13 12 7 6 3	F	King-High Flush
918	13 12 7 6 2	F	King-High Flush
919	13 12 7 5 4	F	King-High Flush
920	13 12 7 5 3	F	King-High Flush
921	13 12 7 5 2	F	King-High Flush
922	13 12 7 4 3	F	King-High Flush
923	13 12 7 4 2	F	King-High Flush
924	13 12 7 3 2	F	King-High Flush
925	13 12 6 5 4	F	King-High Flush
926	13 12 6 5 3	F	King-High Flush
927	13 12 6 5 2	F	King-High Flush
928	13 12 6 4 3	F	King-High Flush
929	13 12 6 4 2	F	King-High Flush
930	13 12 6 3 2	F	King-High Flush
931	13 12 5 4 3	F	King-High Flush
932	13 12 5 4 2	F	King-High Flush
933	13 12 5 3 2	F	King-High Flush
934	13 12 4 3 2	F	King-High Flush
935	13 11 10 9 8	F	King-High Flush
936	13 11 10 9 7	F	King-High Flush
937	13 11 10 9 6	F	King-High Flush
938	13 11 10 9 5	F	King-High Flush
939	13 11 10 9 4	F	King-High Flush
940	13 11 10 9 3	F	King-High Flush
941	13 11 10 9 2	F	King-High Flush
942	13 11 10 8 7	F	King-High Flush
943	13 11 10 8 6	F	King-High Flush
944	13 11 10 8 5	F	King-High Flush
945	13 11 10 8 4	F	King-High Flush
946	13 11 10 8 3	F	King-High Flush
947	13 11 10 8 2	F	King-High Flush
948	13 11 10 7 6	F	King-High Flush
949	13 11 10 7 5	F	King-High Flush
950	13 11 10 7 4	F	King-High Flush
951	13 11 10 7 3	F	King-High Flush
952	13 11 10 7 2	F	King-High Flush
953	13 11 10 6 5	F	King-High Flush
954	13 11 10 6 4	F	King-High Flush
955	13 11 10 6 3	F	King-High Flush
956	13 11 10 6 2	F	King-High Flush
957	13 11 10 5 4	F	King-High Flush
958	13 11 10 5 3	F	King-High Flush
959	13 11 10 5 2	F	King-High Flush
960	13 11 10 4 3	F	King-High Flush
961	13 11 10 4 2	F	King-High Flush
962	13 11 10 3 2	F	King-High Flush
963	13 11 9 8 7	F	King-High Flush
964	13 11 9 8 6	F	King-High Flush
965	13 11 9 8 5	F	King-High Flush
966	13 11 9 8 4	F	King-High Flush
967	13 11 9 8 3	F	King-High Flush
968	13 11 9 8 2	F	King-High Flush
969	13 11 9 7 6	F	King-High Flush
970	13 11 9 7 5	F	King-High Flush
971	13 11 9 7 4	F	King-High Flush
972	13 11 9 7 3	F	King-High Flush
973	13 11 9 7 2	F	King-High Flush
974	13 11 9 6 5	F	King-High Flush
975	13 11 9 6 4	F	King-High Flush
976	13 11 9 6 3	F	King-High Flush
977	13 11 9 6 2	F	King-High Flush
978	13 11 9 5 4	F	King-High Flush
979	13 11 9 5 3	F	King-High Flush
980	13 11 9 5 2	F	King-High Flush
981	13 11 9 4 3	F	King-High Flush
982	13 11 9 4 2	F	King-High Flush
983	13 11 9 3 2	F	King-High Flush
984	13 11 8 7 6	F	King-High Flush
985	13 11 8 7 5	F	King-High Flush
986	13 11 8 7 4	F	King-High Flush
987	13 11 8 7 3	F	King-High Flush
988	13 11 8 7 2	F	King-High Flush
989	13 11 8 6 5	F	King-High Flush
990	13 11 8 6 4	F	King-High Flush
991	13 11 8 6 3	F	King-High Flush
992	13 11 8 6 2	F	King-High Flush
993	13 11 8 5 4	F	King-High Flush
994	13 11 8 5 3	F	King-High Flush
995	13 11 8 5 2	F	King-High Flush
996	13 11 8 4 3	F	King-High Flush
997	13 11 8 4 2	F	King-High Flush
998	13 11 8 3 2	F	King-High Flush
999	13 11 7 6 5	F	King-High Flush
1000	13 11 7 6 4	F	King-High Flush
1001	13 11 7 6 3	F	King-High Flush
1002	13 11 7 6 2	F	King-High Flush
1003	13 11 7 5 4	F	King-High Flush
1004	13 11 7 5 3	F	King-High Flush
1005	13 11 7 5 2	F	King-High Flush
1006	13 11 7 4 3	F	King-High Flush
1007	13 11 7 4 2	F	King-High Flush
1008	13 11 7 3 2	F	King-High Flush
1009	13 11 6 5 4	F	King-High Flush
1010	13 11 6 5 3	F	King-High Flush
1011	13 11 6 5 2	F	King-High Flush
1012	13 11 6 4 3	F	King-High Flush
1013	13 11 6 4 2	F	King-High Flush
1014	13 11 6 3 2	F	King-High Flush
1015	13 11 5 4 3	F	King-High Flush
1016	13 11 5 4 2	F	King-High Flush
1017	13 11 5 3 2	F	King-High Flush
1018	13 11 4 3 2	F	King-High Flush
1019	13 10 9 8 7	F	King-High Flush
1020	13 10 9 8 6	F	King-High Flush
1021	13 10 9 8 5	F	King-High Flush
1022	13 10 9 8 4	F	King-High Flush
1023	13 10 9 8 3	F	King-High Flush
1024	13 10 9 8 2	F	King-High Flush
1025	13 10 9 7 6	F	King-High Flush
1026	13 10 9 7 5	F	King-High Flush
1027	13 10 9 7 4	F	King-High Flush
1028	13 10 9 7 3	F	King-High Flush
1029	13 10 9 7 2	F	King-High Flush
1030	13 10 9 6 5	F	King-High Flush
1031	13 10 9 6 4	F	King-High Flush
1032	13 10 9 6 3	F	King-High Flush
1033	13 10 9 6 2	F	King-High Flush
1034	13 10 9 5 4	F	King-High Flush
1035	13 10 9 5 3	F	King-High Flush
1036	13 10 9 5 2	F	King-High Flush
1037	13 10 9 4 3	F	King-High Flush
1038	13 10 9 4 2	F	King-High Flush
1039	13 10 9 3 2	F	King-High Flush
1040	13 10 8 7 6	F	King-High Flush
1041	13 10 8 7 5	F	King-High Flush
1042	13 10 8 7 4	F	King-High Flush
1043	13 10 8 7 3	F	King-High Flush
1044	13 10 8 7 2	F	King-High Flush
1045	13 10 8 6 5	F	King-High Flush
1046	13 10 8 6 4	F	King-High Flush
1047	13 10 8 6 3	F	King-High Flush
1048	13 10 8 6 2	F	King-High Flush
1049	13 10 8 5 4	F	King-High Flush
1050	13 10 8 5 3	F	King-High Flush
1051	13 10 8 5 2	F	King-High Flush
1052	13 10 8 4 3	F	King-High Flush
1053	13 10 8 4 2	F	King-High Flush
1054	13 10 8 3 2	F	King-High Flush
1055	13 10 7 6 5	F	King-High Flush
1056	13 10 7 6 4	F	King-High Flush
1057	13 10 7 6 3	F	King-High Flush
1058	13 10 7 6 2	F	King-High Flush
1059	13 10 7 5 4	F	King-High Flush
1060	13 10 7 5 3	F	King-High Flush
1061	13 10 7 5 2	F	King-High Flush
1062	13 10 7 4 3	F	King-High Flush
1063	13 10 7 4 2	F	King-High Flush
1064	13 10 7 3 2	F	King-High Flush
1065	13 10 6 5 4	F	King-High Flush
1066	13 10 6 5 3	F	King-High Flush
1067	13 10 6 5 2	F	King-High Flush
1068	13 10 6 4 3	F	King-High Flush
1069	13 10 6 4 2	F	King-High Flush
1070	13 10 6 3 2	F	King-High Flush
1071	13 10 5 4 3	F	King-High Flush
1072	13 10 5 4 2	F	King-High Flush
1073	13 10 5 3 2	F	King-High Flush
1074	13 10 4 3 2	F	King-High Flush
1075	13 9 8 7 6	F	King-High Flush
1076	13 9 8 7 5	F	King-High Flush
1077	13 9 8 7 4	F	King-High Flush
1078	13 9 8 7 3	F	King-High Flush
1079	13 9 8 7 2	F	King-High Flush
1080	13 9 8 6 5	F	King-High Flush
1081	13 9 8 6 4	F	King-High Flush
1082	13 9 8 6 3	F	King-High Flush
1083	13 9 8 6 2	F	King-High Flush
1084	13 9 8 5 4	F	King-High Flush
1085	13 9 8 5 3	F	King-High Flush
1086	13 9 8 5 2	F	King-High Flush
1087	13 9 8 4 3	F	King-High Flush
1088	13 9 8 4 2	F	King-High Flush
1089	13 9 8 3 2	F	King-High Flush
1090	13 9 7 6 5	F	King-High Flush
1091	13 9 7 6 4	F	King-High Flush
1092	13 9 7 6 3	F	King-High Flush
1093	13 9 7 6 2	F	King-High Flush
1094	13 9 7 5 4	F	King-High Flush
1095	13 9 7 5 3	F	King-High Flush
1096	13 9 7 5 2	F	King-High Flush
1097	13 9 7 4 3	F	King-High Flush
1098	13 9 7 4 2	F	King-High Flush
1099	13 9 7 3 2	F	King-High Flush
1100	13 9 6 5 4	F	King-High Flush
1101	13 9 6 5 3	F	King-High Flush
1102	13 9 6 5 2	F	King-High Flush
1103	13 9 6 4 3	F	King-High Flush
1104	13 9 6 4 2	F	King-High Flush
1105	13 9 6 3 2	F	King-High Flush
1106	13 9 5 4 3	F	King-High Flush
1107	13 9 5 4 2	F	King-High Flush
1108	13 9 5 3 2	F	King-High Flush
1109	13 9 4 3 2	F	King-High Flush
1110	13 8 7 6 5	F	King-High Flush
1111	13 8 7 6 4	F	King-High Flush
1112	13 8 7 6 3	F	King-High Flush
1113	13 8 7 6 2	F	King-High Flush
1114	13 8 7 5 4	F	King-High Flush
1115	13 8 7 5 3	F	King-High Flush
1116	13 8 7 5 2	F	King-High Flush
1117	13 8 7 4 3	F	King-High Flush
1118	13 8 7 4 2	F	King-High Flush
1119	13 8 7 3 2	F	King-High Flush
1120	13 8 6 5 4	F	King-High Flush
1121	13 8 6 5 3	F	King-High Flush
1122	13 8 6 5 2	F	King-High Flush
1123	13 8 6 4 3	F	King-High Flush
1124	13 8 6 4 2	F	King-High Flush
1125	13 8 6 3 2	F	King-High Flush
1126	13 8 5 4 3	F	King-High Flush
1127	13 8 5 4 2	F	King-High Flush
1128	13 8 5 3 2	F	King-High Flush
1129	13 8 4 3 2	F	King-High Flush
1130	13 7 6 5 4	F	King-High Flush
1131	13 7 6 5 3	F	King-High Flush
1132	13 7 6 5 2	F	King-High Flush
1133	13 7 6 4 3	F	King-High Flush
1134	13 7 6 4 2	F	King-High Flush
1135	13 7 6 3 2	F	King-High Flush
1136	13 7 5 4 3	F	King-High Flush
1137	13 7 5 4 2	F	King-High Flush
1138	13 7 5 3 2	F	King-High Flush
1139	13 7 4 3 2	F	King-High Flush
1140	13 6 5 4 3	F	King-High Flush
1141	13 6 5 4 2	F	King-High Flush
1142	13 6 5 3 2	F	King-High Flush
1143	13 6 4 3 2	F	King-High Flush
1144	13 5 4 3 2	F	King-High Flush
1145	12 11 10 9 7	F	Queen-High Flush
1146	12 11 10 9 6	F	Queen-High Flush
1147	12 11 10 9 5	F	Queen-High Flush
1148	12 11 10 9 4	F	Queen-High Flush
1149	12 11 10 9 3	F	Queen-High Flush
1150	12 11 10 9 2	F	Queen-High Flush
1151	12 11 10 8 7	F	Queen-High Flush
1152	12 11 10 8 6	F	Queen-High Flush
1153	12 11 10 8 5	F	Queen-High Flush
1154	12 11 10 8 4	F	Queen-High Flush
1155	12 11 10 8 3	F	Queen-High Flush
1156	12 11 10 8 2	F	Queen-High Flush
1157	12 11 10 7 6	F	Queen-High Flush
1158	12 11 10 7 5	F	Queen-High Flush
1159	12 11 10 7 4	F	Queen-High Flush
1160	12 11 10 7 3	F	Queen-High Flush
1161	12 11 10 7 2	F	Queen-High Flush
1162	12 11 10 6 5	F	Queen-High Flush
1163	12 11 10 6 4	F	Queen-High Flush
1164	12 11 10 6 3	F	Queen-High Flush
1165	12 11 10 6 2	F	Queen-High Flush
1166	12 11 10 5 4	F	Queen-High Flush
1167	12 11 10 5 3	F	Queen-High Flush
1168	12 11 10 5 2	F	Queen-High Flush
1169	12 11 10 4 3	F	Queen-High Flush
1170	12 11 10 4 2	F	Queen-High Flush
1171	12 11 10 3 2	F	Queen-High Flush
1172	12 11 9 8 7	F	Queen-High Flush
1173	12 11 9 8 6	F	Queen-High Flush
1174	12 11 9 8 5	F	Queen-High Flush
1175	12 11 9 8 4	F	Queen-High Flush
1176	12 11 9 8 3	F	Queen-High Flush
1177	12 11 9 8 2	F	Queen-High Flush
1178	12 11 9 7 6	F	Queen-High Flush
1179	12 11 9 7 5	F	Queen-High Flush
1180	12 11 9 7 4	F	Queen-High Flush
1181	12 11 9 7 3	F	Queen-High Flush
1182	12 11 9 7 2	F	Queen-High Flush
1183	12 11 9 6 5	F	Queen-High Flush
1184	12 11 9 6 4	F	Queen-High Flush
1185	12 11 9 6 3	F	Queen-High Flush
1186	12 11 9 6 2	F	Queen-High Flush
1187	12 11 9 5 4	F	Queen-High Flush
1188	12 11 9 5 3	F	Queen-High Flush
1189	12 11 9 5 2	F	Queen-High Flush
1190	12 11 9 4 3	F	Queen-High Flush
1191	12 11 9 4 2	F	Queen-High Flush
1192	12 11 9 3 2	F	Queen-High Flush
1193	12 11 8 7 6	F	Queen-High Flush
1194	12 11 8 7 5	F	Queen-High Flush
1195	12 11 8 7 4	F	Queen-High Flush
1196	12 11 8 7 3	F	Queen-High Flush
1197	12 11 8 7 2	F	Queen-High Flush
1198	12 11 8 6 5	F	Queen-High Flush
1199	12 11 8 6 4	F	Queen-High Flush
1200	12 11 8 6 3	F	Queen-High Flush
1201	12 11 8 6 2	F	Queen-High Flush
1202	12 11 8 5 4	F	Queen-High Flush
1203	12 11 8 5 3	F	Queen-High Flush
1204	12 11 8 5 2	F	Queen-High Flush
1205	12 11 8 4 3	F	Queen-High Flush
1206	12 11 8 4 2	F	Queen-High Flush
1207	12 11 8 3 2	F	Queen-High Flush
1208	12 11 7 6 5	F	Queen-High Flush
1209	12 11 7 6 4	F	Queen-High Flush
1210	12 11 7 6 3	F	Queen-High Flush
1211	12 11 7 6 2	F	Queen-High Flush
1212	12 11 7 5 4	F	Queen-High Flush
1213	12 11 7 5 3	F	Queen-High Flush
1214	12 11 7 5 2	F	Queen-High Flush
1215	12 11 7 4 3	F	Queen-High Flush
1216	12 11 7 4 2	F	Queen-High Flush
1217	12 11 7 3 2	F	Queen-High Flush
1218	12 11 6 5 4	F	Queen-High Flush
1219	12 11 6 5 3	F	Queen-High Flush
1220	12 11 6 5 2	F	Queen-High Flush
1221	12 11 6 4 3	F	Queen-High Flush
1222	12 11 6 4 2	F	Queen-High Flush
1223	12 11 6 3 2	F	Queen-High Flush
